,Fail_num,Score,Fitness,Sharpe,Returns,Turnover,Drawdown,Self_Corr,Exec_time,Generation,Thread_num,Task_num,Alpha,From_process
133,3,0.464,0.31,0.59,5.18%,18.55%,17.75%,,30.32s,4,10,9,"ts_product(snt_social_value, 8)",9
134,3,0.4575,0.32,0.57,3.83%,2.30%,13.14%,,28.26s,3,1,5,"trade_when(ts_mean(returns, 20) - 0.01, ts_delay(ts_min(ts_delta(snt_value, 21), 15), 21), -1)",5
135,3,0.4555,0.34,0.55,4.79%,5.81%,21.20%,,44.40s,2,1,3,"trade_when(ts_mean(returns, 20) - 0.01, ts_decay_linear(ts_delta(correlation_last_30_days_spy + snt_buzz, 10), 250), -1)",3
136,3,0.449,0.35,0.53,5.50%,1.22%,14.80%,,34.83s,3,4,10,"trade_when(ts_mean(returns, 20) - 0.01, rank(ts_mean(beta_last_60_days_spy, 120)), -1)",9
137,3,0.449,0.35,0.53,5.50%,1.22%,14.80%,,32.75s,3,6,9,"trade_when(ts_mean(returns, 20) - 0.01, rank(ts_mean(beta_last_60_days_spy, 120)), -1)",9
138,3,0.449,0.35,0.53,5.50%,1.22%,14.80%,,36.29s,2,7,9,"trade_when(ts_mean(returns, 20) - 0.01, rank(ts_mean(beta_last_60_days_spy, 120)), -1)",9
139,3,0.4475,0.31,0.56,-3.81%,3.62%,47.58%,,38.36s,1,10,2,"trade_when(ts_mean(returns, 20) - 0.01, ts_mean(systematic_risk_last_60_days/systematic_risk_last_90_days, 2), -1)",13
140,3,0.446,0.27,0.59,4.98%,24.65%,21.93%,,26.28s,2,1,10,"ts_delta(beta_last_60_days_spy, 9)",15
141,3,0.446,0.27,0.59,4.98%,24.65%,21.93%,,32.33s,1,6,1,"ts_delta(beta_last_60_days_spy, 9)",15
142,3,0.446,0.27,0.59,4.98%,24.65%,21.93%,,30.47s,2,9,7,"ts_delta(beta_last_60_days_spy, 9)",15
143,3,0.441,0.32,0.54,4.44%,2.38%,11.88%,,32.38s,1,6,3,"trade_when(ts_mean(returns, 20) - 0.01, ts_delay(systematic_risk_last_90_days, 45), -1)",11
144,3,0.4385,0.18,0.65,-1.52%,19.87%,18.25%,,30.24s,1,4,1,#NAME?,5
145,3,0.4375,0.3,0.55,-3.64%,4.73%,44.23%,,40.37s,1,9,3,"trade_when(ts_mean(returns, 20) - 0.01, snt_value + systematic_risk_last_60_days/systematic_risk_last_90_days, -1)",11
146,3,0.434,0.28,0.56,-3.21%,12.94%,47.22%,,103.51s,1,5,1,"ts_decay_linear(ts_corr(rank(ts_delta(rank(ts_covariance(ts_delay(correlation_last_30_days_spy, 9), log(snt_social_volume), 120)), 7)), rank(ts_rank(ts_rank(ts_product(abs(snt_buzz_ret), 21), 21), 7)), 9), 10)",1
147,3,0.4335,0.23,0.6,-1.78%,2.73%,20.11%,,52.91s,2,8,7,"trade_when(ts_mean(returns, 20) - 0.01, ts_sum(ts_corr(rank(beta_last_60_days_spy/beta_last_90_days_spy), rank(rating), 15)**2, 5), -1)",8
148,3,0.4285,0.28,0.55,5.66%,21.40%,18.29%,,46.40s,4,5,11,"beta_last_30_days_spy - ts_corr(rank(0.19496*scl12_buzz + 0.80504*snt_buzz + unsystematic_risk_last_60_days/unsystematic_risk_last_30_days), rank(rating), 15)",8
149,3,0.428,0.23,0.59,-1.98%,2.39%,27.06%,,48.48s,3,8,11,"trade_when(ts_mean(returns, 20) - 0.01, ts_mean(ts_corr(rank(beta_last_60_days_spy/beta_last_90_days_spy), rank(rating), 15), 10), -1)",8
150,3,0.4245,0.21,0.6,-1.62%,13.24%,19.79%,,56.64s,1,3,1,"ts_corr(scl12_buzz**5, max(rating, beta_last_60_days_spy), 21)",14
151,3,0.423,0.28,0.54,3.30%,8.37%,9.51%,,46.70s,1,6,2,"ts_sum(snt_buzz*(ts_corr(rank(snt_buzz_ret), rank(beta_last_30_days_spy/beta_last_60_days_spy), 8) + ts_decay_linear(scl12_buzz, 8))/scl12_buzz, 15)",4
152,3,0.4225,0.23,0.58,-1.96%,1.85%,20.34%,,20.40s,1,8,5,"trade_when(ts_mean(returns, 20) - 0.01, ts_rank(ts_covariance(rank(ts_delay((ts_decay_linear(snt_social_value, 21) - ts_delta(systematic_risk_last_30_days, 21))*rank(snt_social_volume*(0.0881*scl12_sentiment + 0.9119*snt_value)), 1)), rank(-ts_delta(-ts_delay(rating, 60), 250)), 30), 4), -1)",10
153,3,0.421,0.3,0.52,4.18%,7.28%,11.93%,,38.30s,1,8,2,"trade_when(ts_mean(returns, 20) - 0.01, -ts_delta(scl12_buzz, 8), -1)",16
154,3,0.421,0.3,0.52,4.27%,6.73%,13.17%,,38.31s,2,7,7,"ts_decay_linear(ts_mean(ts_rank(inverse(scl12_buzz)*ts_delta(systematic_risk_last_90_days, 21), 4), 30) + ts_min(systematic_risk_last_90_days, 60), 21)",18
155,3,0.4185,0.16,0.63,3.47%,53.80%,20.31%,,35.22s,1,7,3,"-rank(scl12_sentiment) - ts_delay(correlation_last_30_days_spy, 45) + ts_rank(-correlation_last_90_days_spy/correlation_last_30_days_spy, 30)",14
156,3,0.4145,0.31,0.5,4.73%,2.86%,21.56%,,28.22s,2,10,6,"trade_when(ts_mean(returns, 20) - 0.01, ts_mean(beta_last_30_days_spy, 4), -1)",12
157,3,0.4105,0.24,0.55,-2.45%,7.32%,31.91%,,58.71s,2,5,7,"trade_when(ts_mean(returns, 20) - 0.01, ts_corr(rank(rating), rank(0.61626*beta_last_60_days_spy + 0.38374*beta_last_90_days_spy), 8) + ts_corr(rank(correlation_last_90_days_spy/correlation_last_60_days_spy), rank(rank(ts_covariance(snt_value, unsystematic_risk_last_90_days, 5))), 7), -1)",13
158,3,0.41,0.3,0.5,4.60%,3.03%,21.88%,,32.42s,1,10,5,"trade_when(ts_mean(returns, 20) - 0.01, ts_min(beta_last_30_days_spy, 2), -1)",7
159,3,0.409,0.31,0.49,4.93%,1.87%,14.42%,,32.35s,2,4,6,"trade_when(ts_mean(returns, 20) - 0.01, rank(beta_last_90_days_spy), -1)",11
160,3,0.409,0.31,0.49,4.93%,1.87%,14.42%,,36.60s,1,9,1,"trade_when(ts_mean(returns, 20) - 0.01, rank(beta_last_90_days_spy), -1)",11
161,3,0.409,0.2,0.58,-1.56%,2.41%,24.02%,,67.09s,1,3,4,"rank(ts_product(ts_decay_linear(snt_social_value, 30), 8))",9
162,3,0.4085,0.26,0.53,-2.91%,2.74%,31.79%,,42.39s,1,4,3,"trade_when(ts_mean(returns, 20) - 0.01, ts_decay_linear(ts_delta(rank(ts_min(ts_decay_linear(beta_last_30_days_spy/beta_last_90_days_spy + rating, 21), 10)), 8), 180), -1)",6
163,3,0.403,0.26,0.52,-3.29%,13.36%,40.15%,,30.24s,5,10,8,"ts_mean(scl12_buzz, 8)",15
164,3,0.4,0.18,0.58,-1.87%,19.93%,22.36%,,38.30s,1,4,3,#NAME?,10
165,3,0.4,0.18,0.58,-1.87%,19.93%,22.36%,,22.24s,2,6,7,#NAME?,10
166,3,0.391,0.16,0.58,-1.48%,19.37%,19.85%,,50.95s,2,10,7,"ts_sum(ts_corr(rank(beta_last_60_days_spy/beta_last_90_days_spy), rank(rating), 15)**2, 5)",8
167,3,0.3895,0.23,0.52,2.35%,2.85%,12.48%,,36.67s,4,2,10,"trade_when(ts_mean(returns, 20) - 0.01, 2*unsystematic_risk_last_60_days/unsystematic_risk_last_30_days, -1)",8
168,3,0.3895,0.23,0.52,2.35%,2.85%,12.48%,,36.67s,5,7,14,"trade_when(ts_mean(returns, 20) - 0.01, max(unsystematic_risk_last_60_days/unsystematic_risk_last_30_days, 0.19496*scl12_buzz + 0.80504*snt_buzz) + unsystematic_risk_last_60_days/unsystematic_risk_last_30_days, -1)",8
169,3,0.3885,0.24,0.51,2.78%,5.18%,11.41%,,40.44s,1,5,1,"trade_when(ts_mean(returns, 20) - 0.01, ts_covariance(rank(beta_last_90_days_spy), rank(snt_buzz), 5), -1)",11
170,3,0.381,0.26,0.48,3.80%,5.22%,22.63%,,34.70s,1,5,1,"trade_when(ts_mean(returns, 20) - 0.01, snt_buzz*unsystematic_risk_last_90_days/unsystematic_risk_last_60_days + snt_buzz/scl12_buzz, -1)",19
171,3,0.381,0.15,0.57,4.87%,66.78%,17.42%,,30.27s,2,10,7,"ts_delta(-scl12_buzz, 6)",7
172,3,0.38,0.27,0.47,4.16%,3.29%,12.18%,,42.33s,2,9,3,"trade_when(ts_mean(returns, 20) - 0.01, ts_min(ts_delay(systematic_risk_last_90_days, 7), 60) - snt_buzz/scl12_buzz, -1)",3
173,3,0.378,0.18,0.54,1.46%,3.14%,3.94%,,105.51s,1,6,4,"trade_when(ts_mean(returns, 20) - 0.01, ts_mean(ts_rank(ts_delta(rank(unsystematic_risk_last_90_days/unsystematic_risk_last_60_days), 5), 120), 3), -1)",6
174,3,0.3775,0.24,0.49,2.88%,3.47%,16.37%,,30.25s,1,9,5,"trade_when(ts_mean(returns, 20) - 0.01, ts_delta(beta_last_30_days_spy, 180), -1)",12
175,3,0.3775,0.24,0.49,4.55%,19.67%,15.57%,,54.50s,4,6,10,"beta_last_30_days_spy - ts_corr(rank(beta_last_60_days_spy/beta_last_90_days_spy), rank(rating), 15) + 2*unsystematic_risk_last_60_days/unsystematic_risk_last_30_days",8
176,3,0.3755,0.15,0.56,2.65%,35.79%,8.91%,,34.49s,1,10,1,"ts_rank(correlation_last_90_days_spy, 6)",14
177,3,0.3755,0.26,0.47,3.68%,4.07%,21.21%,,30.24s,2,1,9,"trade_when(ts_mean(returns, 20) - 0.01, snt_buzz*unsystematic_risk_last_90_days/unsystematic_risk_last_60_days, -1)",19
178,3,0.372,0.24,0.48,4.77%,19.72%,17.42%,,46.35s,4,5,10,"beta_last_30_days_spy - ts_corr(rank(beta_last_60_days_spy/beta_last_90_days_spy), rank(rating), 15) + unsystematic_risk_last_60_days/unsystematic_risk_last_30_days",8
179,3,0.3695,0.21,0.5,-2.24%,2.59%,24.95%,,40.34s,2,9,6,"trade_when(ts_mean(returns, 20) - 0.01, ts_rank(ts_decay_linear(systematic_risk_last_60_days, 7), 120), -1)",10
180,3,0.3695,0.21,0.5,-2.15%,2.62%,32.34%,,79.33s,1,2,3,"trade_when(ts_mean(returns, 20) - 0.01, rank(ts_sum(-ts_corr(rank(snt_social_volume), rank(beta_last_30_days_spy), 30) + ts_delta(snt_social_value, 1), 250)), -1)",15
181,3,0.369,0.27,0.45,4.53%,2.01%,17.61%,,32.31s,1,3,2,"trade_when(ts_mean(returns, 20) - 0.01, rank(systematic_risk_last_90_days), -1)",15
182,3,0.367,0.29,0.43,5.55%,1.32%,17.38%,,44.36s,1,2,5,"ts_sum(beta_last_60_days_spy, 180)",15
183,3,0.3665,0.13,0.56,-4.03%,69.52%,49.13%,,28.64s,1,6,2,"sign(snt_buzz_ret) + ts_delta(scl12_buzz, 60)",10
184,3,0.3655,0.25,0.46,3.65%,2.20%,20.42%,,38.33s,2,7,6,"trade_when(ts_mean(returns, 20) - 0.01, rank(correlation_last_90_days_spy*(0.85681*unsystematic_risk_last_30_days + 0.14319*unsystematic_risk_last_60_days)), -1)",15
185,3,0.3655,0.25,0.46,-3.77%,2.80%,60.56%,,30.39s,2,7,7,"ts_mean(snt_buzz_ret**4, 120)",20
186,3,0.3645,0.26,0.45,4.23%,2.03%,17.17%,,32.52s,2,1,10,"trade_when(ts_mean(returns, 20) - 0.01, ts_decay_linear(rank(abs(beta_last_60_days_spy)), 4), -1)",9
187,3,0.3645,0.26,0.45,4.06%,1.70%,15.70%,,28.27s,2,10,8,"trade_when(ts_mean(returns, 20) - 0.01, rank(ts_product(abs(beta_last_60_days_spy), 8)), -1)",9
188,3,0.361,0.13,0.55,3.08%,53.65%,10.96%,,40.31s,2,4,6,"ts_delay(-rank(scl12_sentiment) - ts_delay(correlation_last_30_days_spy, 45) + ts_rank(-correlation_last_90_days_spy/correlation_last_30_days_spy, 30), 9)",14
189,3,0.358,0.27,0.43,4.78%,3.05%,18.24%,,28.29s,2,10,5,"ts_min(systematic_risk_last_90_days, 60)",18
190,3,0.3575,0.22,0.47,2.79%,9.43%,22.75%,,28.23s,2,2,4,#NAME?,5
191,3,0.357,0.28,0.42,5.40%,1.46%,21.58%,,30.34s,3,1,12,"rank(rank(ts_mean(beta_last_60_days_spy, 120)))",9
192,3,0.3535,0.26,0.43,4.54%,2.35%,19.06%,,34.30s,1,5,1,"trade_when(ts_mean(returns, 20) - 0.01, beta_last_90_days_spy + correlation_last_60_days_spy, -1)",20
193,3,0.3465,0.22,0.45,3.05%,3.31%,17.21%,,30.21s,1,5,2,"trade_when(ts_mean(returns, 20) - 0.01, -ts_delta(correlation_last_30_days_spy/correlation_last_60_days_spy, 3) + ts_sum(systematic_risk_last_60_days/systematic_risk_last_30_days, 60), -1)",8
194,3,0.3435,0.25,0.42,4.58%,2.67%,20.85%,,30.60s,1,8,5,"trade_when(ts_mean(returns, 20) - 0.01, abs(beta_last_60_days_spy), -1)",9
195,3,0.3385,0.19,0.46,2.13%,1.80%,12.61%,,34.31s,3,7,7,"ts_mean(abs(snt_social_value), 180)",10
196,3,0.337,0.26,0.4,5.28%,2.37%,73.83%,,32.47s,2,10,6,"trade_when(ts_mean(returns, 20) - 0.01, ts_decay_linear(ts_mean(unsystematic_risk_last_30_days, 9), 4), -1)",9
197,3,0.336,0.27,0.39,5.93%,9.72%,30.39%,,24.22s,2,1,8,beta_last_60_days_spy,9
198,3,0.335,0.17,0.47,1.64%,1.81%,5.83%,,36.28s,3,2,11,"trade_when(ts_mean(returns, 20) - 0.01, rank(ts_decay_linear(snt_social_value, 30)), -1)",9
199,3,0.3335,0.24,0.41,4.14%,3.35%,16.31%,,30.25s,2,2,8,"log(ts_min(systematic_risk_last_90_days, 60))",18
200,3,0.333,0.19,0.45,5.97%,35.18%,30.46%,,42.51s,3,9,5,-abs(-scl12_buzz/snt_buzz) + rank(systematic_risk_last_60_days),5
201,3,0.332,0.2,0.44,-2.57%,8.42%,45.55%,,56.49s,4,9,11,"ts_product(ts_corr(rank(rating), rank(systematic_risk_last_60_days/systematic_risk_last_30_days), 45), 8)",9
202,3,0.3315,0.15,0.48,1.20%,3.32%,5.05%,,32.47s,1,7,4,"trade_when(ts_mean(returns, 20) - 0.01, abs(ts_rank(unsystematic_risk_last_90_days/unsystematic_risk_last_60_days, 8)), -1)",7
203,3,0.3315,0.15,0.48,2.13%,23.30%,12.27%,,26.24s,2,2,7,"ts_delta(unsystematic_risk_last_30_days/unsystematic_risk_last_60_days, 15)",9
204,3,0.3315,0.15,0.48,2.13%,23.30%,12.27%,,30.33s,1,8,4,"ts_delta(unsystematic_risk_last_30_days/unsystematic_risk_last_60_days, 15)",9
205,3,0.3255,0.21,0.42,3.27%,4.21%,16.38%,,39.51s,2,9,6,"trade_when(ts_mean(returns, 20) - 0.01, correlation_last_30_days_spy/correlation_last_90_days_spy + snt_buzz, -1)",20
206,3,0.325,0.16,0.46,-1.49%,5.95%,16.55%,,67.18s,1,9,2,"trade_when(ts_mean(returns, 20) - 0.01, ts_corr(rank(ts_delay(rating, 7)), rank(scl12_sentiment*snt_social_volume), 9), -1)",7
207,3,0.324,0.17,0.45,-1.72%,3.19%,19.97%,,36.38s,1,1,1,"trade_when(ts_mean(returns, 20) - 0.01, rank(inverse(snt_buzz)), -1)",11
208,3,0.32,0.21,0.41,3.22%,2.71%,19.16%,,30.30s,5,3,11,"trade_when(ts_mean(returns, 20) - 0.01, 2*correlation_last_30_days_spy + 2*unsystematic_risk_last_90_days, -1)",18
209,3,0.319,0.22,0.4,3.76%,2.18%,17.55%,,34.24s,1,4,2,"trade_when(ts_mean(returns, 20) - 0.01, rank(systematic_risk_last_60_days), -1)",5
210,3,0.3165,0.19,0.42,-2.57%,5.20%,34.69%,,40.32s,2,9,6,"trade_when(ts_mean(returns, 20) - 0.01, group_neutralize(snt_value + systematic_risk_last_60_days/systematic_risk_last_90_days, subindustry), -1)",11
211,3,0.3155,0.2,0.41,4.37%,18.79%,18.68%,,40.38s,4,9,13,"beta_last_30_days_spy - ts_corr(rank(beta_last_60_days_spy/beta_last_90_days_spy), rank(rating), 15)",8
212,3,0.315,0.15,0.45,3.69%,33.38%,24.01%,,28.26s,1,6,1,"ts_delta(beta_last_60_days_spy, 4)",18
213,3,0.3145,0.21,0.4,3.34%,3.89%,11.70%,,38.50s,3,1,11,"trade_when(ts_mean(returns, 20) - 0.01, ts_rank(ts_min(snt_social_value, 2), 3)*ts_sum(0.2686*scl12_sentiment + 1.7314*snt_value, 120)/systematic_risk_last_90_days, -1)",19
214,3,0.3125,0.12,0.47,-1.42%,20.64%,13.82%,,44.52s,1,6,1,"ts_corr(rank(ts_mean(beta_last_60_days_spy, 120)), rank(ts_delta(scl12_sentiment, 15)), 15)",9
215,3,0.311,0.19,0.41,2.61%,3.52%,16.16%,,40.32s,3,5,9,"trade_when(ts_mean(returns, 20) - 0.01, ts_sum(0.19496*scl12_buzz + 0.80504*snt_buzz + unsystematic_risk_last_60_days/unsystematic_risk_last_30_days, 5), -1)",8
216,3,0.3105,0.14,0.45,1.26%,2.75%,6.37%,,54.55s,1,3,1,"trade_when(ts_mean(returns, 20) - 0.01, ts_corr(rank(ts_corr(rank(correlation_last_60_days_spy), rank(max(ts_sum(rating, 5), correlation_last_90_days_spy + snt_social_value)), 6)), rank(rank(unsystematic_risk_last_90_days)), 6), -1)",1
217,3,0.3105,0.14,0.45,-1.26%,13.89%,18.28%,,54.40s,2,9,6,"ts_corr(ts_delay(0.28351*scl12_buzz + 0.71649*snt_buzz, 9), max(rating, beta_last_60_days_spy), 21)",14
218,3,0.31,0.2,0.4,3.10%,6.93%,19.50%,,36.31s,2,4,9,"trade_when(ts_mean(returns, 20) - 0.01, -scl12_sentiment*(0.7024*correlation_last_30_days_spy + 0.2976*correlation_last_90_days_spy) - ts_delta(scl12_buzz, 8), -1)",16
219,3,0.31,0.2,0.4,3.09%,1.50%,11.37%,,34.29s,2,6,3,"trade_when(ts_mean(returns, 20) - 0.01, rank(ts_min(ts_delay(systematic_risk_last_90_days, 7), 60)), -1)",3
220,3,0.3095,0.15,0.44,1.44%,3.24%,5.03%,,58.47s,1,4,3,"trade_when(ts_mean(returns, 20) - 0.01, group_neutralize(ts_covariance(ts_covariance(rank(snt_social_volume), rank(unsystematic_risk_last_90_days), 15), -unsystematic_risk_last_60_days/unsystematic_risk_last_30_days, 8), subindustry), -1)",11
221,3,0.3085,0.16,0.43,1.79%,4.70%,9.00%,,36.33s,3,5,11,"trade_when(ts_mean(returns, 20) - 0.01, rank(ts_delay(0.28351*scl12_buzz + 0.71649*snt_buzz, 9)), -1)",14
222,3,0.3085,0.16,0.43,1.75%,2.94%,13.55%,,73.18s,1,9,2,"ts_mean(ts_max(sign(ts_corr(rank(snt_buzz), rank(0.5527*correlation_last_30_days_spy + 0.4473*correlation_last_90_days_spy), 45) + ts_min(beta_last_30_days_spy/beta_last_60_days_spy, 180)), 2), 8)",5
223,3,0.307,0.23,0.37,4.82%,9.28%,25.16%,,32.26s,1,8,2,rank(beta_last_60_days_spy),7
224,3,0.306,0.13,0.45,1.61%,18.90%,8.62%,,32.29s,1,5,2,snt_social_value**2,2
225,3,0.303,0.16,0.42,2.96%,21.72%,19.29%,,28.55s,2,1,8,systematic_risk_last_60_days/systematic_risk_last_90_days,13
226,3,0.297,0.22,0.36,4.86%,4.07%,25.91%,,32.30s,1,2,3,"ts_decay_linear(ts_min(systematic_risk_last_90_days, 15), 6)",16
227,3,0.297,0.11,0.45,-1.32%,22.90%,12.86%,,48.60s,1,9,4,"ts_corr(snt_value, -snt_buzz_ret + ts_rank(snt_value, 250), 8)",18
228,3,0.296,0.12,0.44,1.10%,13.86%,6.23%,,32.31s,1,5,4,"ts_std_dev(ts_mean(ts_mean(rating, 2), 8), 7)",14
229,3,0.294,0.14,0.42,1.41%,2.14%,5.51%,,32.83s,1,3,5,"trade_when(ts_mean(returns, 20) - 0.01, ts_mean(snt_social_value, 15), -1)",14
230,3,0.293,0.15,0.41,1.71%,4.32%,8.94%,,30.26s,3,5,8,"trade_when(ts_mean(returns, 20) - 0.01, inverse(scl12_buzz), -1)",15
231,3,0.2915,0.11,0.44,-1.71%,28.02%,21.93%,,77.54s,1,8,1,"ts_corr(rank(ts_max(snt_value, 45)), rank(snt_social_volume), 60)/beta_last_30_days_spy",13
232,3,0.289,0.19,0.37,3.14%,2.14%,19.66%,,38.49s,3,4,4,"trade_when(ts_mean(returns, 20) - 0.01, ts_sum(rank(systematic_risk_last_30_days), 5), -1)",2
233,3,0.287,0.21,0.35,4.39%,12.73%,25.01%,,24.21s,2,6,9,rank(beta_last_30_days_spy),6
234,3,0.2865,0.16,0.39,2.04%,1.10%,12.04%,,34.54s,1,4,4,"trade_when(ts_mean(returns, 20) - 0.01, rank(ts_min(systematic_risk_last_90_days/systematic_risk_last_30_days, 250)), -1)",12
235,3,0.2865,0.16,0.39,2.82%,16.47%,13.92%,,32.29s,1,8,2,"rank(systematic_risk_last_30_days/ts_sum(scl12_buzz, 8))",3
236,3,0.284,0.13,0.41,1.20%,3.44%,6.44%,,42.51s,1,10,1,"trade_when(ts_mean(returns, 20) - 0.01, ts_rank(systematic_risk_last_60_days, 8), -1)",12
237,3,0.284,0.13,0.41,-2.42%,22.91%,31.83%,,24.67s,4,4,11,"ts_min(scl12_buzz, 4)",6
238,3,0.2785,0.13,0.4,1.42%,8.03%,6.74%,,44.38s,1,9,1,"ts_mean(ts_delta(snt_social_value + ts_corr(rank(ts_decay_linear(0.42581*scl12_buzz + 0.57419*snt_buzz, 6)), rank(max(systematic_risk_last_90_days, 0.97619*correlation_last_60_days_spy + 0.02381*correlation_last_90_days_spy)), 6), 15), 250)",15
239,3,0.2755,0.16,0.37,2.47%,2.55%,15.73%,,38.40s,2,7,3,"trade_when(ts_mean(returns, 20) - 0.01, systematic_risk_last_60_days*ts_delay(ts_sum(rank(ts_mean(snt_social_value**2, 4)), 5), 15), -1)",2
240,3,0.275,0.11,0.41,1.00%,14.11%,4.22%,,89.22s,1,4,2,"ts_delay(snt_social_value, 10)",10
241,3,0.275,0.11,0.41,-1.31%,18.96%,17.54%,,47.02s,2,8,6,"ts_corr(rank(beta_last_60_days_spy/beta_last_90_days_spy), rank(rating), 15)",8
242,3,0.2745,0.17,0.36,2.89%,13.37%,22.88%,,32.29s,3,6,11,correlation_last_30_days_spy,18
243,3,0.2745,0.17,0.36,2.89%,13.37%,22.88%,,39.16s,3,6,12,correlation_last_30_days_spy,18
244,3,0.2735,0.18,0.35,3.25%,5.67%,17.04%,,30.34s,1,3,2,"trade_when(ts_mean(returns, 20) - 0.01, ts_delay(beta_last_30_days_spy/beta_last_60_days_spy, 10), -1)",9
245,3,0.273,0.13,0.39,1.46%,2.75%,9.71%,,40.31s,1,3,4,"trade_when(ts_mean(returns, 20) - 0.01, ts_rank(beta_last_60_days_spy/beta_last_90_days_spy, 45), -1)",8
246,3,0.2725,0.08,0.43,0.82%,24.40%,4.09%,,42.44s,1,10,3,"group_neutralize(rank(ts_covariance(ts_rank(snt_social_value, 5), rank(beta_last_30_days_spy), 9)), sector)",14
247,3,0.2725,0.19,0.34,3.71%,10.66%,42.75%,,34.30s,1,1,1,"unsystematic_risk_last_60_days + ts_mean(beta_last_30_days_spy/beta_last_60_days_spy, 250)",7
248,3,0.272,0.14,0.38,1.58%,2.68%,11.43%,,48.40s,2,5,6,"trade_when(ts_mean(returns, 20) - 0.01, rank(beta_last_30_days_spy/beta_last_90_days_spy), -1)",14
249,3,0.2715,0.2,0.33,4.74%,11.58%,34.25%,,32.28s,2,2,9,"ts_sum(beta_last_30_days_spy, 2)",13
250,3,0.27,0.16,0.36,2.47%,12.97%,19.32%,,36.43s,2,6,10,rank(correlation_last_30_days_spy),18
251,3,0.27,0.16,0.36,2.47%,12.97%,19.32%,,30.25s,1,9,2,rank(correlation_last_30_days_spy),18
252,3,0.269,0.17,0.35,2.87%,7.34%,31.24%,,34.36s,3,4,8,"trade_when(ts_mean(returns, 20) - 0.01, ts_mean(rating + snt_value, 4), -1)",12
253,3,0.269,0.17,0.35,2.87%,7.34%,31.24%,,32.27s,2,9,7,"trade_when(ts_mean(returns, 20) - 0.01, ts_mean(rating + snt_value, 4), -1)",12
254,3,0.2675,0.13,0.38,1.55%,7.43%,9.35%,,34.66s,3,1,9,"ts_max(snt_social_value*ts_mean(rating, 2), 21)",14
255,3,0.2645,0.16,0.35,2.60%,6.90%,20.16%,,34.25s,1,7,5,"trade_when(ts_mean(returns, 20) - 0.01, snt_value + ts_delta(0.10589*scl12_buzz + 0.89411*snt_buzz, 5), -1)",13
256,3,0.263,0.12,0.38,-1.29%,2.38%,29.04%,,44.78s,2,9,7,"trade_when(ts_mean(returns, 20) - 0.01, ts_corr(rank(snt_buzz_ret*ts_mean(rating, 15)), rank(rating), 15), -1)",8
257,3,0.2615,0.19,0.32,4.68%,13.45%,36.68%,,32.22s,2,7,7,beta_last_30_days_spy,19
258,3,0.256,0.19,0.31,4.79%,8.23%,32.18%,,32.27s,2,5,6,beta_last_90_days_spy,11
259,3,0.256,0.19,0.31,4.70%,12.63%,35.91%,,30.53s,1,6,4,0.78928*beta_last_30_days_spy + 0.21072*beta_last_90_days_spy,8
260,3,0.2555,0.14,0.35,2.00%,1.39%,9.58%,,38.35s,2,4,6,"trade_when(ts_mean(returns, 20) - 0.01, log(ts_min(systematic_risk_last_90_days/systematic_risk_last_30_days, 250)), -1)",12
261,3,0.255,0.09,0.39,1.84%,37.32%,7.96%,,32.28s,2,7,10,"0.56288*scl12_sentiment + 0.43712*snt_value + ts_rank(ts_max(unsystematic_risk_last_90_days, 15), 45)",13
262,3,0.2535,0.16,0.33,2.89%,1.97%,17.83%,,36.32s,1,6,2,"trade_when(ts_mean(returns, 20) - 0.01, ts_decay_linear(ts_mean(systematic_risk_last_90_days, 7), 21), -1)",13
263,3,0.253,0.11,0.37,1.87%,20.13%,11.58%,,32.31s,3,1,10,unsystematic_risk_last_60_days/unsystematic_risk_last_30_days,8
264,3,0.252,0.12,0.36,-1.38%,2.73%,16.50%,,4.06s,1,5,4,"rank(ts_delta(unsystematic_risk_last_60_days/unsystematic_risk_last_90_days, 180))",15
265,3,0.252,0.12,0.36,1.31%,1.84%,6.32%,,45.08s,2,7,8,"trade_when(ts_mean(returns, 20) - 0.01, ts_decay_linear(rank(ts_product(ts_decay_linear(snt_social_value, 30), 8)), 4), -1)",9
266,3,0.2515,0.07,0.4,1.04%,32.38%,4.40%,,83.37s,1,2,4,"ts_covariance(rank(abs(ts_delta(0.7181*scl12_sentiment + 0.2819*snt_value, 6))/ts_delay(ts_delta(beta_last_30_days_spy/beta_last_60_days_spy, 10), 7)), rank(ts_covariance(rank(-beta_last_60_days_spy**2*beta_last_90_days_spy), rank(ts_std_dev(rank(snt_social_value), 120)), 4)), 7)",20
267,3,0.2505,0.19,0.3,4.80%,10.49%,35.24%,,34.28s,2,8,7,0.40203*beta_last_30_days_spy + 0.59797*beta_last_90_days_spy,15
268,3,0.249,0.15,0.33,2.71%,1.98%,13.26%,,38.41s,2,1,6,"trade_when(ts_mean(returns, 20) - 0.01, ts_sum(ts_min(ts_mean(systematic_risk_last_90_days, 3), 8), 15), -1)",19
269,3,0.249,0.15,0.33,2.73%,1.98%,13.40%,,36.45s,3,6,11,"trade_when(ts_mean(returns, 20) - 0.01, ts_sum(ts_min(systematic_risk_last_90_days, 8), 15), -1)",19
270,3,0.2485,0.1,0.37,-1.00%,1.99%,11.58%,,38.33s,1,5,1,"trade_when(ts_mean(returns, 20) - 0.01, ts_rank(ts_mean(rank(ts_delay(correlation_last_90_days_spy, 6)), 21), 8), -1)",10
